0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e3070: ldr	x1, [sp, #0x38]
0xffffff80086e3074: ldr	w2, [sp, #0x40]
0xffffff80086e3078: mov	x0, x19
0xffffff80086e307c: bl	#0xffffff80086d9df4
0xffffff80086e3080: b	#0xffffff80086e32f8
0xffffff80086e3084: tbnz	w22, #5, #0xffffff80086e30cc
0xffffff80086e3088: ldr	w8, [x19, #0xc0]
0xffffff80086e308c: tbnz	w8, #0, #0xffffff80086e30a0
0xffffff80086e3090: ldr	w8, [x19, #0xc0]
0xffffff80086e3094: tbz	w8, #0xb, #0xffffff80086e30a0
0xffffff80086e3098: orr	x8, x22, #0x2000
0xffffff80086e309c: str	x8, [sp, #0x18]
0xffffff80086e30a0: ldp	x1, x2, [sp, #0x38]
0xffffff80086e30a4: ldr	x3, [sp, #0x48]
0xffffff80086e30a8: add	x4, sp, #0x18
0xffffff80086e30ac: add	x5, sp, #0x10
0xffffff80086e30b0: mov	x0, x19
0xffffff80086e30b4: bl	#0xffffff80086dcdd8
0xffffff80086e30b8: cbz	x0, #0xffffff80086e30cc
0xffffff80086e30bc: ldp	x9, x8, [sp, #0x10]
0xffffff80086e30c0: mov	x19, xzr
0xffffff80086e30c4: stp	x8, x9, [sp, #0x38]
0xffffff80086e30c8: b	#0xffffff80086e30d0
0xffffff80086e30cc: mov	x19, #-0xc
0xffffff80086e30d0: ldr	x8, [x21, #8]
0xffffff80086e30d4: mov	x9, x20
0xffffff80086e30d8: adds	x9, x9, #0x20
0xffffff80086e30dc: ccmp	x9, x8, #2, lo
0xffffff80086e30e0: cset	x10, ls
0xffffff80086e30e4: mov	x21, #-0xe
0xffffff80086e30e8: cbz	x10, #0xffffff80086e2d60
0xffffff80086e30ec: add	x0, sp, #0x38
0xffffff80086e30f0: mov	w1, #0x20
0xffffff80086e30f4: mov	w2, #1
0xffffff80086e30f8: bl	#0xffffff80082007a8
0xffffff80086e30fc: add	x1, sp, #0x38
0xffffff80086e3100: mov	w2, #0x20
0xffffff80086e3104: mov	x0, x20
0xffffff80086e3108: bl	#0xffffff80083a3a00
0xffffff80086e310c: cmp	w0, #0
0xffffff80086e3110: csel	x21, x19, x21, eq
0xffffff80086e3114: b	#0xffffff80086e2d60
0xffffff80086e3118: ldr	x22, [sp, #0x38]
0xffffff80086e311c: ldr	w21, [sp, #0x40]
0xffffff80086e3120: ldr	x8, [x23, #8]
0xffffff80086e3124: mov	x0, x20
0xffffff80086e3128: mov	x9, x22
0xffffff80086e312c: adds	x9, x9, x21
0xffffff80086e3130: ccmp	x9, x8, #2, lo
0xffffff80086e3134: cset	x10, ls
0xffffff80086e3138: cbz	x10, #0xffffff80086e32d8
0xffffff80086e313c: mov	x1, x21
0xffffff80086e3140: mov	w2, wzr
0xffffff80086e3144: bl	#0xffffff80082007a8
0xffffff80086e3148: mov	x0, x20
0xffffff80086e314c: mov	x1, x22
0xffffff80086e3150: mov	x2, x21
0xffffff80086e3154: bl	#0xffffff80083a33c0
0xffffff80086e3158: mov	x21, x0
0xffffff80086e315c: cbz	w21, #0xffffff80086e32e8
0xffffff80086e3160: mov	x0, x20
0xffffff80086e3164: bl	#0xffffff80081f8d14
0xffffff80086e3168: b	#0xffffff80086e2d5c
0xffffff80086e316c: add	x8, x8, x8, lsl #1
0xffffff80086e3170: lsl	x0, x8, #3
0xffffff80086e3174: bl	#0xffffff80081ec840
0xffffff80086e3178: mov	x21, x0
0xffffff80086e317c: cbz	x21, #0xffffff80086e3300
0xffffff80086e3180: ldp	x8, x22, [sp, #0x48]
0xffffff80086e3184: ldr	x9, [x23, #8]
0xffffff80086e3188: str	x23, [sp, #8]
0xffffff80086e318c: mov	x0, x21
0xffffff80086e3190: add	x8, x8, x8, lsl #1
0xffffff80086e3194: lsl	x23, x8, #3
0xffffff80086e3198: mov	x10, x22
0xffffff80086e319c: adds	x10, x10, x23
0xffffff80086e31a0: ccmp	x10, x9, #2, lo
0xffffff80086e31a4: cset	x11, ls
0xffffff80086e31a8: cbz	x11, #0xffffff80086e3354
0xffffff80086e31ac: mov	x1, x23
0xffffff80086e31b0: mov	w2, wzr
0xffffff80086e31b4: bl	#0xffffff80082007a8
0xffffff80086e31b8: mov	x0, x21
0xffffff80086e31bc: mov	x1, x22
0xffffff80086e31c0: mov	x2, x23
0xffffff80086e31c4: bl	#0xffffff80083a33c0
0xffffff80086e31c8: cbz	w0, #0xffffff80086e3368
0xffffff80086e31cc: mov	x0, x21
0xffffff80086e31d0: bl	#0xffffff80081ec248
0xffffff80086e31d4: mov	x19, #-0xe
0xffffff80086e31d8: b	#0xffffff80086e33c8
0xffffff80086e31dc: mov	w1, wzr
0xffffff80086e31e0: mov	x2, x20
0xffffff80086e31e4: bl	#0xffffff80083a4300
0xffffff80086e31e8: cbnz	w20, #0xffffff80086e2d5c
0xffffff80086e31ec: mov	x0, x19
0xffffff80086e31f0: bl	#0xffffff80086c70e0
0xffffff80086e31f4: ldr	x8, [sp, #0x18]
0xffffff80086e31f8: cbz	x8, #0xffffff80086e3224
0xffffff80086e31fc: mov	x20, xzr
0xffffff80086e3200: add	x21, sp, #0x38
0xffffff80086e3204: ldr	x1, [x21, x20, lsl #3]
0xffffff80086e3208: mov	x0, x19
0xffffff80086e320c: bl	#0xffffff80086ca57c
0xffffff80086e3210: cbz	x0, #0xffffff80086e331c
0xffffff80086e3214: ldr	x8, [sp, #0x18]
0xffffff80086e3218: add	x20, x20, #1
0xffffff80086e321c: cmp	x20, x8
0xffffff80086e3220: b.lo	#0xffffff80086e3204
0xffffff80086e3224: mov	x21, xzr
0xffffff80086e3228: b	#0xffffff80086e3348
0xffffff80086e322c: mov	w1, wzr
0xffffff80086e3230: mov	x2, x20
0xffffff80086e3234: bl	#0xffffff80083a4300
0xffffff80086e3238: cbnz	w20, #0xffffff80086e3004
0xffffff80086e323c: mov	x0, x19
0xffffff80086e3240: bl	#0xffffff80086c70e0
0xffffff80086e3244: ldr	x8, [sp, #0x18]
0xffffff80086e3248: cbz	x8, #0xffffff80086e3308
0xffffff80086e324c: mov	w20, wzr
0xffffff80086e3250: mov	x21, xzr
0xffffff80086e3254: add	x22, sp, #0x38
0xffffff80086e3258: mov	w23, #-0x16
0xffffff80086e325c: ldr	x2, [x22, x21, lsl #3]
0xffffff80086e3260: mov	x0, x19
0xffffff80086e3264: mov	x1, xzr
0xffffff80086e3268: bl	#0xffffff80086c73c4
0xffffff80086e326c: ldr	x8, [sp, #0x18]
0xffffff80086e3270: tst	w0, #1
0xffffff80086e3274: add	x21, x21, #1
0xffffff80086e3278: csel	w20, w20, w23, ne
0xffffff80086e327c: cmp	x21, x8
0xffffff80086e3280: b.lo	#0xffffff80086e325c
0xffffff80086e3284: b	#0xffffff80086e330c
0xffffff80086e3288: ldr	x20, [sp, #0x38]
0xffffff80086e328c: ldr	x8, [x21, #8]
0xffffff80086e3290: mov	x9, x20
0xffffff80086e3294: adds	x9, x9, x19
0xffffff80086e3298: ccmp	x9, x8, #2, lo
0xffffff80086e329c: cset	x10, ls
0xffffff80086e32a0: cbz	x10, #0xffffff80086e32cc
0xffffff80086e32a4: ldr	x21, [x22, #0x19e0]
0xffffff80086e32a8: mov	w2, #1
0xffffff80086e32ac: mov	x1, x19
0xffffff80086e32b0: mov	x0, x21
0xffffff80086e32b4: bl	#0xffffff80082007a8
0xffffff80086e32b8: mov	x0, x20
0xffffff80086e32bc: mov	x1, x21
0xffffff80086e32c0: mov	x2, x19
0xffffff80086e32c4: bl	#0xffffff80083a3a00
0xffffff80086e32c8: mov	x19, x0
0xffffff80086e32cc: cbz	w19, #0xffffff80086e33b4
0xffffff80086e32d0: mov	w19, #-0xe
0xffffff80086e32d4: b	#0xffffff80086e2710
0xffffff80086e32d8: mov	w1, wzr
0xffffff80086e32dc: mov	x2, x21
0xffffff80086e32e0: bl	#0xffffff80083a4300
0xffffff80086e32e4: cbnz	w21, #0xffffff80086e3160
0xffffff80086e32e8: ldr	w2, [sp, #0x40]
0xffffff80086e32ec: mov	x0, x19
0xffffff80086e32f0: mov	x1, x20
0xffffff80086e32f4: bl	#0xffffff80086e6838
0xffffff80086e32f8: sxtw	x21, w0
0xffffff80086e32fc: b	#0xffffff80086e2d60
0xffffff80086e3300: mov	x19, #-0xc
0xffffff80086e3304: b	#0xffffff80086e261c
0xffffff80086e3308: mov	w20, wzr
0xffffff80086e330c: mov	x0, x19
0xffffff80086e3310: bl	#0xffffff80086c70f8
0xffffff80086e3314: sxtw	x21, w20
0xffffff80086e3318: b	#0xffffff80086e2d60
0xffffff80086e331c: cbz	x20, #0xffffff80086e3344
0xffffff80086e3320: sub	x20, x20, #1
0xffffff80086e3324: add	x21, sp, #0x38
0xffffff80086e3328: ldr	x2, [x21, x20, lsl #3]
0xffffff80086e332c: mov	x0, x19
0xffffff80086e3330: mov	x1, xzr
0xffffff80086e3334: bl	#0xffffff80086c73c4
0xffffff80086e3338: sub	x20, x20, #1
0xffffff80086e333c: cmn	x20, #1
0xffffff80086e3340: b.ne	#0xffffff80086e3328
0xffffff80086e3344: mov	x21, #-0x16
0xffffff80086e3348: mov	x0, x19
0xffffff80086e334c: bl	#0xffffff80086c70f8
0xffffff80086e3350: b	#0xffffff80086e2d60
0xffffff80086e3354: mov	w1, wzr
0xffffff80086e3358: mov	x2, x23
0xffffff80086e335c: bl	#0xffffff80083a4300
0xffffff80086e3360: mov	x0, x23
0xffffff80086e3364: cbnz	w0, #0xffffff80086e31cc
0xffffff80086e3368: ldr	x8, [sp, #0x38]
0xffffff80086e336c: str	x8, [sp, #0x18]
0xffffff80086e3370: tbnz	w8, #5, #0xffffff80086e33bc
0xffffff80086e3374: ldp	x2, x3, [sp, #0x40]
0xffffff80086e3378: add	x8, sp, #0x38
0xffffff80086e337c: add	x5, x8, #0x10
0xffffff80086e3380: add	x1, sp, #0x18
0xffffff80086e3384: mov	x0, x19
0xffffff80086e3388: mov	x4, x21
0xffffff80086e338c: bl	#0xffffff80086ddf24
0xffffff80086e3390: ldr	x8, [sp, #0x18]
0xffffff80086e3394: stp	x8, x0, [sp, #0x38]
0xffffff80086e3398: mov	x0, x21
0xffffff80086e339c: bl	#0xffffff80081ec248
0xffffff80086e33a0: ldr	x8, [sp, #0x40]
0xffffff80086e33a4: cmp	x8, #0
0xffffff80086e33a8: mov	x8, #-0xc
0xffffff80086e33ac: csel	x19, x8, xzr, eq
0xffffff80086e33b0: b	#0xffffff80086e33c8
0xffffff80086e33b4: ldr	w19, [x22, #0x19d8]
0xffffff80086e33b8: b	#0xffffff80086e2710
0xffffff80086e33bc: mov	x0, x21
0xffffff80086e33c0: bl	#0xffffff80081ec248
0xffffff80086e33c4: mov	x19, #-0x16
0xffffff80086e33c8: ldr	x23, [sp, #8]
0xffffff80086e33cc: b	#0xffffff80086e261c
0xffffff80086e33d0: bl	#0xffffff80080a3ba4
0xffffff80086e33d4: sub	sp, sp, #0x80
0xffffff80086e33d8: adrp	x8, #0xffffff80096d3000
0xffffff80086e33dc: ldr	x8, [x8, #0xa48]
0xffffff80086e33e0: stp	x29, x30, [sp, #0x70]
0xffffff80086e33e4: add	x29, sp, #0x70
0xffffff80086e33e8: stp	x22, x21, [sp, #0x50]
0xffffff80086e33ec: stp	x20, x19, [sp, #0x60]
0xffffff80086e33f0: stur	x8, [x29, #-0x28]
0xffffff80086e33f4: ldr	w19, [x0, #0x3c]
0xffffff80086e33f8: adrp	x0, #0xffffff8009775000
0xffffff80086e33fc: add	x0, x0, #0x5b8
0xffffff80086e3400: mov	x20, x1
0xffffff80086e3404: bl	#0xffffff8008ca8158
0xffffff80086e3408: adrp	x8, #0xffffff8009775000
0xffffff80086e340c: add	x8, x8, #0x5e0
0xffffff80086e3410: ldr	x22, [x8]
0xffffff80086e3414: cmp	x22, x8
0xffffff80086e3418: b.eq	#0xffffff80086e3438
0xffffff80086e341c: and	w9, w19, #0xfffff
0xffffff80086e3420: ldr	w10, [x22, #0x18]
0xffffff80086e3424: cmp	w10, w9
0xffffff80086e3428: b.eq	#0xffffff80086e3470
0xffffff80086e342c: ldr	x22, [x22]
0xffffff80086e3430: cmp	x22, x8
0xffffff80086e3434: b.ne	#0xffffff80086e3420
0xffffff80086e3438: adrp	x0, #0xffffff8009775000
0xffffff80086e343c: add	x0, x0, #0x5b8
0xffffff80086e3440: bl	#0xffffff8008ca83d0
0xffffff80086e3444: mov	w0, #-0x13
0xffffff80086e3448: adrp	x9, #0xffffff80096d3000
0xffffff80086e344c: ldur	x8, [x29, #-0x28]
0xffffff80086e3450: ldr	x9, [x9, #0xa48]
0xffffff80086e3454: cmp	x9, x8
0xffffff80086e3458: b.ne	#0xffffff80086e369c
0xffffff80086e345c: ldp	x29, x30, [sp, #0x70]
0xffffff80086e3460: ldp	x20, x19, [sp, #0x60]
0xffffff80086e3464: ldp	x22, x21, [sp, #0x50]
0xffffff80086e3468: add	sp, sp, #0x80
0xffffff80086e346c: ret	
0xffffff80086e3470: ldr	x0, [x22, #0x10]
0xffffff80086e3474: sub	x21, x22, #0x10
0xffffff80086e3478: bl	#0xffffff80084312b4
0xffffff80086e347c: adrp	x0, #0xffffff8009775000
0xffffff80086e3480: add	x0, x0, #0x5b8
0xffffff80086e3484: bl	#0xffffff8008ca83d0
0xffffff80086e3488: cbz	x21, #0xffffff80086e3444
0xffffff80086e348c: mrs	x8, sp_el0
0xffffff80086e3490: ldr	x8, [x8]
0xffffff80086e3494: mov	x0, x21
0xffffff80086e3498: ubfx	x1, x8, #0x16, #1
0xffffff80086e349c: bl	#0xffffff80086d60c4
0xffffff80086e34a0: mov	x19, x0
0xffffff80086e34a4: cbz	x19, #0xffffff80086e3658
0xffffff80086e34a8: adrp	x1, #0xffffff8008fcd000
0xffffff80086e34ac: adrp	x2, #0xffffff8009abf000
0xffffff80086e34b0: add	x0, x19, #0x330
0xffffff80086e34b4: add	x1, x1, #0x96a
0xffffff80086e34b8: add	x2, x2, #0xbdd
0xffffff80086e34bc: bl	#0xffffff80081076a4
0xffffff80086e34c0: str	x19, [x20, #0xd0]
0xffffff80086e34c4: str	x20, [x19]
0xffffff80086e34c8: mov	w8, #0x1d35
0xffffff80086e34cc: ldrb	w8, [x21, x8]
0xffffff80086e34d0: cbz	w8, #0xffffff80086e34f0
0xffffff80086e34d4: add	x8, x19, #0xc0
0xffffff80086e34d8: nop	
0xffffff80086e34dc: prfm	pstl1strm, [x8]
0xffffff80086e34e0: ldxr	w9, [x8]
0xffffff80086e34e4: orr	w9, w9, #0x20
0xffffff80086e34e8: stxr	w10, w9, [x8]
0xffffff80086e34ec: cbnz	w10, #0xffffff80086e34e0
0xffffff80086e34f0: ldr	w3, [x19, #0x348]
0xffffff80086e34f4: ldr	w4, [x19, #0x50]
0xffffff80086e34f8: adrp	x2, #0xffffff8008fdd000
0xffffff80086e34fc: add	x2, x2, #0x9a
0xffffff80086e3500: add	x0, sp, #8
0xffffff80086e3504: mov	w1, #0x40
0xffffff80086e3508: bl	#0xffffff80083b24d4
0xffffff80086e350c: ldr	x1, [x22, #0x1b40]
0xffffff80086e3510: add	x0, sp, #8
0xffffff80086e3514: bl	#0xffffff80083218fc
0xffffff80086e3518: mov	w9, #0x2e20
0xffffff80086e351c: movk	w9, #2, lsl #16
0xffffff80086e3520: mov	x8, x0
0xffffff80086e3524: add	x21, x19, x9
0xffffff80086e3528: str	x8, [x21]
0xffffff80086e352c: cbz	x8, #0xffffff80086e3658
0xffffff80086e3530: cmn	x8, #1, lsl #12
0xffffff80086e3534: b.hi	#0xffffff80086e3658
0xffffff80086e3538: adrp	x0, #0xffffff8008fce000
0xffffff80086e353c: adrp	x4, #0xffffff8008d69000
0xffffff80086e3540: add	x0, x0, #0xe26
0xffffff80086e3544: add	x4, x4, #0x2f0
0xffffff80086e3548: mov	w1, #0x1a4
0xffffff80086e354c: mov	x2, x8
0xffffff80086e3550: mov	x3, x19
0xffffff80086e3554: bl	#0xffffff8008321678
0xffffff80086e3558: ldr	x2, [x21]
0xffffff80086e355c: adrp	x0, #0xffffff8008fce000
0xffffff80086e3560: adrp	x4, #0xffffff8008d69000
0xffffff80086e3564: add	x0, x0, #0xf0b
0xffffff80086e3568: add	x4, x4, #0x3c8
0xffffff80086e356c: mov	w1, #0x180
0xffffff80086e3570: mov	x3, x19
0xffffff80086e3574: bl	#0xffffff8008321678
0xffffff80086e3578: mov	w8, #0x2df8
0xffffff80086e357c: movk	w8, #2, lsl #16
0xffffff80086e3580: adrp	x1, #0xffffff8008fce000
0xffffff80086e3584: adrp	x2, #0xffffff8009abf000
0xffffff80086e3588: add	x0, x19, x8
0xffffff80086e358c: add	x1, x1, #0xf19
0xffffff80086e3590: add	x2, x2, #0xbde
0xffffff80086e3594: bl	#0xffffff8008113e98
0xffffff80086e3598: mov	x0, x19
0xffffff80086e359c: bl	#0xffffff80086cfb94
0xffffff80086e35a0: mov	x0, x20
0xffffff80086e35a4: bl	#0xffffff80086e756c
0xffffff80086e35a8: mov	x0, x19
0xffffff80086e35ac: bl	#0xffffff80086e7e4c
0xffffff80086e35b0: mov	w8, #0x2c58
0xffffff80086e35b4: ldr	x0, [x21]
0xffffff80086e35b8: movk	w8, #2, lsl #16
0xffffff80086e35bc: add	x1, x19, x8
0xffffff80086e35c0: mov	w8, #0x2ce0
0xffffff80086e35c4: movk	w8, #2, lsl #16
0xffffff80086e35c8: add	x2, x19, x8
0xffffff80086e35cc: bl	#0xffffff80086eabfc
0xffffff80086e35d0: mov	x0, x19
0xffffff80086e35d4: bl	#0xffffff80086c91ac
0xffffff80086e35d8: adrp	x8, #0xffffff8009837000
0xffffff80086e35dc: add	x8, x8, #0xc70
0xffffff80086e35e0: ldrb	w8, [x8, #0x22]
0xffffff80086e35e4: tbnz	w8, #2, #0xffffff80086e3680
0xffffff80086e35e8: mov	w1, #0x80c0
0xffffff80086e35ec: mov	w0, #0x18
0xffffff80086e35f0: movk	w1, #0x240, lsl #16
0xffffff80086e35f4: bl	#0xffffff80081f8880
0xffffff80086e35f8: mov	x21, x0
0xffffff80086e35fc: cbz	x21, #0xffffff80086e3668
0xffffff80086e3600: mov	w8, #0x1b08
0xffffff80086e3604: add	x20, x22, x8
0xffffff80086e3608: mov	x0, x20
0xffffff80086e360c: bl	#0xffffff8008ca8158
0xffffff80086e3610: str	x19, [x21, #0x10]
0xffffff80086e3614: ldr	x8, [x22, #0x1af8]
0xffffff80086e3618: mov	w9, #0x1af8
0xffffff80086e361c: add	x9, x22, x9
0xffffff80086e3620: str	x21, [x8, #8]
0xffffff80086e3624: stp	x8, x9, [x21]
0xffffff80086e3628: str	x21, [x22, #0x1af8]
0xffffff80086e362c: adrp	x8, #0xffffff8009abf000
0xffffff80086e3630: ldr	w8, [x8, #0xbe8]
0xffffff80086e3634: tbz	w8, #0x1f, #0xffffff80086e3648
0xffffff80086e3638: ldr	x0, [x21, #0x10]
0xffffff80086e363c: ldr	w1, [x0, #0x50]
0xffffff80086e3640: ldr	w2, [x0, #0x348]
0xffffff80086e3644: bl	#0xffffff80086ec858
0xffffff80086e3648: mov	x0, x20
0xffffff80086e364c: bl	#0xffffff8008ca83d0
0xffffff80086e3650: mov	w0, wzr
0xffffff80086e3654: b	#0xffffff80086e3448
0xffffff80086e3658: ldr	x0, [x22, #0x10]
0xffffff80086e365c: bl	#0xffffff8008431474
0xffffff80086e3660: mov	w0, #-0xc
0xffffff80086e3664: b	#0xffffff80086e3448
0xffffff80086e3668: ldr	x0, [x22, #0x10]
0xffffff80086e366c: adrp	x1, #0xffffff8008fcd000
0xffffff80086e3670: add	x1, x1, #0xc90
0xffffff80086e3674: bl	#0xffffff80084333b4
0xffffff80086e3678: mov	w0, wzr
0xffffff80086e367c: b	#0xffffff80086e3448
0xffffff80086e3680: ldr	x1, [x22, #0x10]
0xffffff80086e3684: adrp	x0, #0xffffff8009837000
0xffffff80086e3688: adrp	x2, #0xffffff8008fcf000
0xffffff80086e368c: add	x0, x0, #0xc70
0xffffff80086e3690: add	x2, x2, #0x2b
0xffffff80086e3694: bl	#0xffffff80083d5eec
0xffffff80086e3698: b	#0xffffff80086e35e8
0xffffff80086e369c: bl	#0xffffff80080a3ba4
0xffffff80086e36a0: sub	sp, sp, #0x70
0xffffff80086e36a4: adrp	x8, #0xffffff80096d3000
0xffffff80086e36a8: ldr	x8, [x8, #0xa48]
0xffffff80086e36ac: stp	x26, x25, [sp, #0x20]
0xffffff80086e36b0: stp	x24, x23, [sp, #0x30]
0xffffff80086e36b4: stp	x22, x21, [sp, #0x40]
0xffffff80086e36b8: stp	x20, x19, [sp, #0x50]
0xffffff80086e36bc: stp	x29, x30, [sp, #0x60]
0xffffff80086e36c0: mov	x20, x1
0xffffff80086e36c4: str	x8, [sp, #0x18]
0xffffff80086e36c8: ldr	x19, [x20, #0xd0]
0xffffff80086e36cc: adrp	x8, #0xffffff8009abf000
0xffffff80086e36d0: add	x29, sp, #0x60
0xffffff80086e36d4: ldr	x22, [x19, #8]
0xffffff80086e36d8: ldr	w8, [x8, #0xbe8]
0xffffff80086e36dc: tbz	w8, #0x1f, #0xffffff80086e36e8
0xffffff80086e36e0: mov	x0, x19
0xffffff80086e36e4: bl	#0xffffff80086ecc18
0xffffff80086e36e8: mov	x0, x19
0xffffff80086e36ec: bl	#0xffffff80086e69a0
0xffffff80086e36f0: mov	x0, x19
0xffffff80086e36f4: bl	#0xffffff80086e7ec8
0xffffff80086e36f8: mov	w8, #0x1b18
0xffffff80086e36fc: add	x21, x22, x8
0xffffff80086e3700: mov	x0, x21
0xffffff80086e3704: bl	#0xffffff8008ca8158
0xffffff80086e3708: ldr	x0, [x22, #0x1b08]
0xffffff80086e370c: mov	w8, #0x1b08
0xffffff80086e3710: add	x23, x22, x8
0xffffff80086e3714: cmp	x0, x23
0xffffff80086e3718: b.eq	#0xffffff80086e3770
0xffffff80086e371c: mov	x24, #0x100
0xffffff80086e3720: mov	w25, wzr
0xffffff80086e3724: movk	x24, #0xdead, lsl #48
0xffffff80086e3728: ldr	x8, [x0, #0x10]
0xffffff80086e372c: ldr	x26, [x0]
0xffffff80086e3730: cmp	x8, x19
0xffffff80086e3734: b.ne	#0xffffff80086e3754
0xffffff80086e3738: ldp	x8, x9, [x0]
0xffffff80086e373c: add	x10, x24, #0x100
0xffffff80086e3740: str	x9, [x8, #8]
0xffffff80086e3744: str	x8, [x9]
0xffffff80086e3748: stp	x24, x10, [x0]
0xffffff80086e374c: bl	#0xffffff80081f8d14
0xffffff80086e3750: mov	w25, #1
0xffffff80086e3754: cmp	x26, x23
0xffffff80086e3758: mov	x0, x26
0xffffff80086e375c: b.ne	#0xffffff80086e3728
0xffffff80086e3760: mov	x0, x21
0xffffff80086e3764: bl	#0xffffff8008ca83d0
0xffffff80086e3768: tbz	w25, #0, #0xffffff80086e3778
0xffffff80086e376c: b	#0xffffff80086e3788
0xffffff80086e3770: mov	x0, x21
0xffffff80086e3774: bl	#0xffffff8008ca83d0
0xffffff80086e3778: ldr	x0, [x22, #0x20]
0xffffff80086e377c: adrp	x1, #0xffffff8008fcd000
0xffffff80086e3780: add	x1, x1, #0xbf9
0xffffff80086e3784: bl	#0xffffff80084333b4
0xffffff80086e3788: mov	w8, #0x2f90
0xffffff80086e378c: movk	w8, #2, lsl #16
0xffffff80086e3790: str	xzr, [x20, #0xd0]
0xffffff80086e3794: add	x20, x19, x8
0xffffff80086e3798: mov	x0, x20
0xffffff80086e379c: bl	#0xffffff8008ca8158
0xffffff80086e37a0: mov	w8, #0x2f88
0xffffff80086e37a4: movk	w8, #2, lsl #16
0xffffff80086e37a8: add	x1, x19, x8
0xffffff80086e37ac: ldr	x8, [x1]
0xffffff80086e37b0: cbz	x8, #0xffffff80086e37c4
0xffffff80086e37b4: str	xzr, [sp]
0xffffff80086e37b8: ldr	x0, [x22, #0x1ac8]
0xffffff80086e37bc: mov	x2, sp
0xffffff80086e37c0: bl	#0xffffff80086d7c6c
0xffffff80086e37c4: mov	x0, x20
0xffffff80086e37c8: bl	#0xffffff8008ca83d0
0xffffff80086e37cc: mov	x0, x19
0xffffff80086e37d0: bl	#0xffffff80086d6454
0xffffff80086e37d4: adrp	x8, #0xffffff8009837000
0xffffff80086e37d8: add	x8, x8, #0xc98
0xffffff80086e37dc: ldrb	w8, [x8, #0x22]
0xffffff80086e37e0: tbnz	w8, #2, #0xffffff80086e3820
0xffffff80086e37e4: ldr	x0, [x22, #0x20]
0xffffff80086e37e8: bl	#0xffffff8008431474
0xffffff80086e37ec: adrp	x9, #0xffffff80096d3000
0xffffff80086e37f0: ldr	x8, [sp, #0x18]
0xffffff80086e37f4: ldr	x9, [x9, #0xa48]
0xffffff80086e37f8: cmp	x9, x8
0xffffff80086e37fc: b.ne	#0xffffff80086e383c
0xffffff80086e3800: ldp	x29, x30, [sp, #0x60]
0xffffff80086e3804: ldp	x20, x19, [sp, #0x50]
0xffffff80086e3808: ldp	x22, x21, [sp, #0x40]
0xffffff80086e380c: ldp	x24, x23, [sp, #0x30]
0xffffff80086e3810: ldp	x26, x25, [sp, #0x20]
0xffffff80086e3814: mov	w0, wzr
0xffffff80086e3818: add	sp, sp, #0x70
0xffffff80086e381c: ret	
0xffffff80086e3820: ldr	x1, [x22, #0x20]
0xffffff80086e3824: adrp	x0, #0xffffff8009837000
0xffffff80086e3828: adrp	x2, #0xffffff8008fcf000
0xffffff80086e382c: add	x0, x0, #0xc98
0xffffff80086e3830: add	x2, x2, #0x4f
0xffffff80086e3834: bl	#0xffffff80083d5eec
0xffffff80086e3838: b	#0xffffff80086e37e4
0xffffff80086e383c: bl	#0xffffff80080a3ba4
0xffffff80086e3840: tst	w0, #0x80000
0xffffff80086e3844: mov	w8, #-0x16
0xffffff80086e3848: csel	w0, w8, wzr, eq
0xffffff80086e384c: ret	
0xffffff80086e3850: sub	sp, sp, #0x60
0xffffff80086e3854: adrp	x8, #0xffffff80096d3000
0xffffff80086e3858: ldr	x8, [x8, #0xa48]
0xffffff80086e385c: str	x21, [sp, #0x30]
0xffffff80086e3860: stp	x20, x19, [sp, #0x40]
0xffffff80086e3864: stp	x29, x30, [sp, #0x50]
0xffffff80086e3868: str	x8, [sp, #0x28]
0xffffff80086e386c: ldr	x8, [x0, #0xd0]
0xffffff80086e3870: adrp	x9, #0xffffff8009079000
0xffffff80086e3874: adrp	x10, #0xffffff8009028000
0xffffff80086e3878: mov	x20, x2
0xffffff80086e387c: ldr	w8, [x8, #0xc0]
0xffffff80086e3880: add	x9, x9, #0x6b
0xffffff80086e3884: add	x10, x10, #0x19a
0xffffff80086e3888: adrp	x2, #0xffffff800902a000
0xffffff80086e388c: tst	w8, #0x20
0xffffff80086e3890: mov	x19, x3
0xffffff80086e3894: mov	x21, x1
0xffffff80086e3898: csel	x3, x10, x9, eq
0xffffff80086e389c: add	x2, x2, #0xb33
0xffffff80086e38a0: add	x0, sp, #8
0xffffff80086e38a4: mov	w1, #0x20
0xffffff80086e38a8: add	x29, sp, #0x50
0xffffff80086e38ac: bl	#0xffffff80083b2570
0xffffff80086e38b0: sxtw	x4, w0
0xffffff80086e38b4: add	x3, sp, #8
0xffffff80086e38b8: mov	x0, x21
0xffffff80086e38bc: mov	x1, x20
0xffffff80086e38c0: mov	x2, x19
0xffffff80086e38c4: bl	#0xffffff80082306d8
0xffffff80086e38c8: adrp	x9, #0xffffff80096d3000
0xffffff80086e38cc: ldr	x8, [sp, #0x28]
0xffffff80086e38d0: ldr	x9, [x9, #0xa48]
0xffffff80086e38d4: cmp	x9, x8
0xffffff80086e38d8: b.ne	#0xffffff80086e38f0
0xffffff80086e38dc: ldp	x29, x30, [sp, #0x50]
0xffffff80086e38e0: ldp	x20, x19, [sp, #0x40]
